Id,Category
373,3
374,8
375,1
376,8
377,6
378,3
379,7
380,9
381,6
382,1
383,7
384,0
385,2
386,0
387,9
388,0
389,0
390,3
391,9
392,2
393,1
394,7
395,7
396,1
397,2
398,4
399,2
400,8
401,1
402,3
403,5
404,5
405,6
406,4
407,4
408,1
409,6
410,5
411,0
412,2
413,2
414,3
415,7
416,7
417,3
418,6
419,1
420,0
421,9
422,4
423,3
424,5
425,6
426,6
427,7
428,9
429,0
430,1
431,8
432,1
433,3
434,7
435,1
436,5
437,7
438,3
439,6
440,6
441,9
442,4
443,3
444,9
445,4
446,0
447,1
448,3
449,4
450,7
451,2
452,1
453,6
454,8
455,0
456,3
457,6
458,8
459,8
460,5
461,5
462,1
463,1
464,6
465,5
466,3
467,1
468,2
469,6
470,0
471,2
472,1
473,2
474,9
475,3
476,0
477,9
478,9
479,4
480,6
481,0
482,0
483,5
484,6
485,4
486,7
487,6
488,2
489,8
490,1
491,3
492,1
493,9
494,5
495,6
496,9
497,1
498,2
499,2
500,9
501,1
502,4
503,7
504,0
505,0
506,5
507,0
508,1
509,3
510,6
511,1
512,2
513,8
514,0
515,4
516,0
517,1
518,8
519,6
520,3
521,3
522,7
523,8
524,0
525,2
526,2
527,1
528,6
529,1
530,0
531,2
532,2
533,5
534,0
535,3
536,0
537,4
538,3
539,9
540,6
541,8
542,7
543,5
544,3
545,6
546,2
547,7
548,6
549,4
550,1
551,1
552,3
553,2
554,0
555,7
556,8
557,2
558,0
559,5
560,7
561,1
562,5
563,1
564,7
565,9
566,8
567,3
568,9
569,0
570,2
571,6
572,9
573,7
574,9
575,0
576,3
577,1
578,3
579,6
580,5
581,4
582,6
583,2
584,8
585,9
586,1
587,7
588,2
589,3
590,3
591,7
592,3
593,0
594,6
595,2
596,2
597,0
598,4
599,6
600,5
601,3
602,8
603,3
604,9
605,6
606,1
607,8
608,2
609,2
610,9
611,5
612,3
613,2
614,6
615,4
616,0
617,2
618,8
619,3
620,7
621,3
622,2
623,4
624,8
625,5
626,7
627,3
628,0
629,4
630,3
631,4
632,2
633,5
634,3
635,7
636,0
637,0
638,7
639,0
640,4
641,0
642,3
643,7
644,6
645,0
646,4
647,3
648,3
649,4
650,2
651,3
652,9
653,7
654,9
655,2
656,7
657,0
658,3
659,8
660,3
661,3
662,0
663,7
664,8
665,5
666,3
667,5
668,9
669,9
670,8
671,7
672,2
673,9
674,0
675,6
676,0
677,2
678,7
679,0
680,4
681,9
682,0
683,7
684,7
685,6
686,4
687,2
688,2
689,4
690,1
691,2
692,5
693,5
694,9
695,8
696,9
697,9
698,5
699,8
700,4
701,6
702,9
703,6
704,3
705,1
706,9
707,7
708,5
709,9
710,2
711,4
712,0
713,4
714,4
715,4
716,7
717,0
718,6
719,6
720,6
721,1
722,1
723,7
724,7
725,2
726,7
727,0
728,5
729,7
730,8
731,3
732,1
733,6
734,2
735,9
736,3
737,8
738,6
739,0
740,9
741,4
742,4
743,8
744,3
745,9
746,1
747,6
748,3
749,0
750,7
751,3
752,9
753,0
754,9
755,9
756,3
757,9
758,4
759,0
760,6
761,4
762,8
763,9
764,9
765,4
766,8
767,7
768,6
769,9
770,7
771,8
772,3
773,9
774,7
775,8
776,3
777,0
778,9
779,9
780,8
781,5
782,3
783,4
784,0
785,9
786,6
787,4
788,2
789,5
790,2
791,4
792,1
793,2
794,1
795,1
796,4
797,0
798,2
799,0
800,2
801,0
802,0
803,0
804,1
805,6
806,6
807,0
808,8
809,5
810,9
811,6
812,4
813,3
814,2
815,0
816,3
817,7
818,1
819,4
820,7
821,2
822,4
823,7
824,4
825,3
826,1
827,9
828,9
829,5
830,1
831,8
832,9
833,5
834,8
835,8
836,9
837,3
838,3
839,2
840,6
841,4
842,8
843,1
844,1
845,9
846,3
847,0
848,7
849,0
850,6
851,4
852,4
853,7
854,6
855,9
856,2
857,2
858,5
859,9
860,7
861,8
862,8
863,3
864,0
865,1
866,7
867,4
868,1
869,1
870,7
871,8
872,8
873,4
874,7
875,2
876,3
877,9
878,6
879,8
880,8
881,6
882,9
883,0
884,5
885,6
886,4
887,3
888,7
889,7
890,3
891,6
892,5
893,3
894,8
895,6
896,6
897,2
898,2
899,2
900,9
901,1
902,0
903,2
904,9
905,1
906,5
907,6
908,6
909,8
910,1
911,4
912,5
913,5
914,2
915,2
916,3
917,9
918,9
919,5
920,3
921,4
922,1
923,4
924,9
925,4
926,8
927,7
928,0
929,8
930,9
931,5
932,4
933,9
934,4
935,0
936,1
937,6
938,7
939,6
940,9
941,5
942,1
943,9
944,8
945,8
946,3
947,4
948,3
949,7
950,7
951,9
952,8
953,7
954,8
955,3
956,6
957,6
958,3
959,5
960,1
961,8
962,5
963,9
964,5
965,4
966,8
967,4
968,0
969,1
970,9
971,2
972,0
973,5
974,5
975,0
976,4
977,8
978,6
979,0
980,3
981,4
982,0
983,7
984,9
985,5
986,8
987,0
988,9
989,3
990,8
991,0
992,3
993,0
994,4
995,5
996,6
997,4
998,5
999,3
1000,2
1001,0
1002,8
1003,7
1004,5
1005,7
1006,3
1007,0
1008,8
1009,7
1010,2
1011,4
1012,3
1013,2
1014,3
1015,6
1016,4
1017,4
1018,9
1019,3
1020,9
1021,9
1022,1
1023,5
1024,0
1025,4
1026,2
1027,0
1028,5
1029,4
1030,8
1031,4
1032,1
1033,0
1034,3
1035,1
1036,6
1037,5
1038,1
1039,6
1040,9
1041,2
1042,7
1043,9
1044,2
1045,8
1046,9
1047,8
1048,3
1049,9
1050,5
1051,3
1052,8
1053,6
1054,9
1055,8
1056,6
1057,1
1058,2
1059,1
1060,0
1061,6
1062,2
1063,6
1064,3
1065,0
1066,3
1067,2
1068,0
1069,5
1070,1
1071,9
1072,4
1073,0
1074,9
1075,1
1076,1
1077,4
1078,2
1079,4
1080,1
1081,7
1082,9
1083,1
1084,3
1085,6
1086,9
1087,6
1088,7
1089,6
1090,0
1091,8
1092,4
1093,9
1094,3
1095,7
1096,5
1097,3
1098,4
1099,9
1100,2
1101,8
1102,9
1103,9
1104,4
1105,0
1106,0
1107,0
1108,5
1109,5
1110,7
1111,7
1112,1
1113,8
1114,2
1115,9
1116,4
1117,4
1118,4
1119,6
1120,6
1121,9
1122,3
1123,5
1124,6
1125,7
1126,4
1127,9
1128,4
1129,2
1130,9
1131,9
1132,8
1133,6
1134,3
1135,5
1136,5
1137,3
1138,4
1139,6
1140,8
1141,7
1142,4
1143,5
1144,5
1145,8
1146,5
1147,0
1148,3
1149,6
1150,0
1151,1
1152,5
1153,9
1154,4
1155,3
1156,4
1157,3
1158,3
1159,1
1160,6
1161,5
1162,5
1163,2
1164,4
1165,4
1166,1
1167,2
1168,9
1169,0
1170,4
1171,7
1172,5
1173,6
1174,3
1175,9
1176,5
1177,0
1178,9
1179,7
1180,1
1181,8
1182,8
1183,4
1184,3
1185,4
1186,2
1187,6
1188,9
1189,5
1190,3
1191,0
1192,4
1193,9
1194,1
1195,9
1196,5
1197,6
1198,1
1199,9
1200,7
1201,1
1202,8
1203,5
1204,7
1205,1
1206,5
1207,6
1208,1
1209,6
1210,2
1211,5
1212,3
1213,9
1214,9
1215,2
1216,1
1217,7
1218,4
1219,4
1220,3
1221,3
1222,1
1223,8
1224,0
1225,6
1226,0
1227,7
1228,6
1229,1
1230,4
1231,1
1232,3
1233,5
1234,0
1235,4
1236,5
1237,3
1238,3
1239,8
1240,7
1241,5
1242,6
1243,0
1244,7
1245,8
1246,2
1247,1
1248,7
1249,7
1250,7
1251,8
1252,1
1253,2
1254,7
1255,4
1256,9
1257,3
1258,8
1259,0
1260,0
1261,0
1262,7
1263,7
1264,1
1265,5
1266,6
1267,9
1268,2
1269,8
1270,4
1271,4
1272,4
1273,8
1274,6
1275,1
1276,2
1277,9
1278,1
1279,4
1280,5
1281,4
1282,4
1283,5
1284,1
1285,2
1286,8
1287,3
1288,9
1289,2
1290,5
1291,5
1292,9
1293,5
1294,2
1295,9
1296,8
1297,3
1298,8
1299,8
1300,5
1301,2
1302,2
1303,9
1304,9
1305,2
1306,4
1307,3
1308,5
1309,6
1310,8
1311,7
1312,1
1313,2
1314,2
1315,2
1316,4
1317,3
1318,3
1319,0
1320,6
1321,8
1322,5
1323,3
1324,9
1325,4
1326,2
1327,6
1328,9
1329,7
1330,6
1331,5
1332,1
1333,6
1334,5
1335,2
1336,0
1337,0
1338,5
1339,4
1340,6
1341,0
1342,3
1343,7
1344,0
1345,6
1346,5
1347,8
1348,6
1349,7
1350,7
1351,1
1352,3
1353,7
1354,9
1355,2
1356,7
1357,8
1358,9
1359,4
1360,5
1361,4
1362,3
1363,5
1364,1
1365,8
1366,2
1367,0
1368,9
1369,4
1370,6
1371,9
1372,7
1373,1
1374,9
1375,2
1376,5
1377,1
1378,3
1379,2
1380,4
1381,7
1382,7
1383,1
1384,0
1385,3
1386,5
1387,5
1388,5
1389,8
1390,2
1391,8
1392,7
1393,0
1394,1
1395,7
1396,1
1397,3
1398,3
1399,1
1400,3
1401,2
1402,5
1403,5
1404,7
1405,8
1406,8
1407,9
1408,2
1409,2
1410,0
1411,8
1412,0
1413,1
1414,9
1415,9
1416,1
1417,6
1418,1
1419,6
1420,4
1421,2
1422,7
1423,9
1424,6
1425,8
1426,8
1427,0
1428,8
1429,8
1430,3
1431,3
1432,1
1433,5
1434,8
1435,5
1436,5
1437,6
1438,4
1439,7
1440,8
1441,1
1442,0
1443,9
1444,7
1445,6
1446,8
1447,7
1448,1
1449,6
1450,1
1451,4
1452,5
1453,0
1454,6
1455,0
1456,7
1457,9
1458,7
1459,5
1460,2
1461,3
1462,5
1463,7
1464,2
1465,2
1466,3
1467,7
1468,5
1469,7
1470,5
1471,1
1472,9
1473,1
1474,2
1475,5
1476,2
1477,0
1478,7
1479,9
1480,0
1481,8
1482,7
1483,2
1484,1
1485,8
1486,4
1487,1
1488,1
1489,0
1490,4
1491,5
1492,7
1493,0
1494,5
1495,6
1496,7
1497,1
1498,0
1499,0
1500,5
1501,4
1502,5
1503,5
1504,9
1505,5
1506,4
1507,7
1508,0
1509,3
1510,6
1511,7
1512,9
1513,2
1514,2
1515,4
1516,0
1517,5
1518,5
1519,8
1520,6
1521,7
1522,6
1523,6
1524,9
1525,6
1526,3
1527,0
1528,0
1529,1
1530,1
1531,3
1532,7
1533,2
1534,8
1535,1
1536,0
1537,9
1538,3
1539,1
1540,3
1541,2
1542,1
1543,5
1544,6
1545,8
1546,3
1547,7
1548,0
1549,5
1550,4
1551,5
1552,3
1553,2
1554,6
1555,1
1556,6
1557,3
1558,5
1559,1
1560,3
1561,7
1562,1
1563,5
1564,3
1565,5
1566,9
1567,0
1568,9
1569,1
1570,8
1571,9
1572,8
1573,4
1574,0
1575,4
1576,2
1577,6
1578,9
1579,8
1580,4
1581,3
1582,8
1583,1
1584,6
1585,1
1586,1
1587,5
1588,7
1589,2
1590,7
1591,6
1592,1
1593,8
1594,9
1595,8
1596,3
1597,2
1598,4
1599,1
1600,0
1601,7
1602,2
1603,0
1604,9
1605,1
1606,4
1607,9
1608,5
1609,1
1610,8
1611,2
1612,7
1613,2
1614,4
1615,6
1616,8
1617,3
1618,0
1619,4
1620,9
1621,2
1622,6
1623,9
1624,7
1625,0
1626,7
1627,8
1628,0
1629,2
1630,9
1631,1
1632,5
1633,1
1634,9
1635,0
1636,3
1637,6
1638,2
1639,6
1640,8
1641,1
1642,9
1643,0
1644,7
1645,9
1646,3
1647,7
1648,6
1649,3
1650,7
1651,4
1652,1
1653,9
1654,3
1655,2
1656,4
1657,3
1658,1
1659,7
1660,5
1661,7
1662,6
1663,0
1664,6
1665,7
1666,4
1667,9
1668,2
1669,4
1670,9
1671,3
1672,3
1673,7
1674,0
1675,7
1676,9
1677,5
1678,0
1679,7
1680,3
1681,0
1682,7
1683,6
1684,6
1685,6
1686,2
1687,1
1688,4
1689,9
1690,5
1691,3
1692,3
1693,1
1694,4
1695,1
1696,3
1697,4
1698,2
1699,9
1700,6
1701,0
1702,1
1703,9
1704,4
1705,2
1706,4
1707,0
1708,6
1709,9
1710,4
1711,2
1712,2
1713,4
1714,7
1715,3
1716,5
1717,4
1718,0
1719,3
1720,8
1721,0
1722,3
1723,8
1724,8
1725,6
1726,9
1727,0
1728,4
1729,1
1730,7
1731,2
1732,5
1733,0
1734,3
1735,3
1736,2
1737,7
1738,5
1739,7
1740,2
1741,4
1742,8
1743,5
1744,4
1745,8
1746,9
1747,0
1748,9
1749,4
1750,6
1751,2
1752,4
1753,4
1754,9
1755,9
1756,0
1757,9
1758,7
1759,9
1760,2
1761,6
1762,8
1763,2
1764,3
1765,1
1766,3
1767,8
1768,7
1769,1
1770,6
1771,8
1772,5
1773,1
1774,8
1775,8
1776,3
1777,8
1778,4
1779,4
1780,1
1781,4
1782,3
1783,2
1784,3
1785,9
1786,9
1787,0
1788,3
1789,7
1790,8
1791,0
1792,9
1793,0
1794,1
1795,5
1796,1
1797,4
1798,7
1799,6
1800,8
1801,8
1802,1
1803,3
1804,3
1805,7
1806,0
1807,2
1808,9
1809,7
1810,6
1811,5
1812,9
1813,3
1814,2
1815,3
1816,8
1817,6
1818,0
1819,2
1820,1
1821,2
1822,3
1823,4
1824,3
1825,5
1826,9
1827,6
1828,6
1829,4
1830,5
1831,8
1832,1
1833,7
1834,0
1835,5
1836,9
1837,5
1838,0
1839,2
1840,8
1841,8
1842,7
1843,5
1844,9
1845,2
1846,7
1847,2
1848,4
1849,3
1850,0
1851,0
1852,1
1853,7
1854,6
1855,9
1856,8
1857,2
1858,7
1859,0
1860,6
1861,4
1862,9
1863,2
1864,1
1865,5
1866,7
1867,0
1868,8
1869,9
1870,3
1871,6
1872,2
1873,8
1874,6
1875,0
1876,8
1877,6
1878,1
1879,1
1880,7
1881,6
1882,5
1883,6
1884,7
1885,0
1886,0
1887,5
1888,7
1889,8
1890,9
1891,0
1892,2
1893,2
1894,3
1895,4
1896,2
1897,8
1898,0
1899,1
1900,3
1901,5
1902,5
1903,7
1904,2
1905,4
1906,3
1907,3
1908,5
1909,8
1910,5
1911,6
1912,8
1913,1
1914,1
1915,9
1916,4
1917,8
1918,2
1919,0
1920,5
1921,7
1922,6
1923,0
1924,8
1925,6
1926,0
1927,3
1928,4
1929,8
1930,9
1931,9
1932,1
1933,5
1934,9
1935,9
1936,8
1937,8
1938,8
1939,7
1940,4
1941,2
1942,9
1943,1
1944,0
1945,6
1946,2
1947,3
1948,1
1949,6
1950,1
1951,5
1952,3
1953,4
1954,2
1955,7
1956,0
1957,7
1958,4
1959,6
1960,3
1961,6
1962,3
1963,2
1964,3
1965,2
1966,4
1967,7
1968,3
1969,8
1970,9
1971,3
1972,9
1973,0
1974,2
1975,8
1976,9
1977,2
1978,6
1979,6
1980,8
1981,9
1982,6
1983,6
1984,9
1985,1
1986,1
1987,9
1988,4
1989,9
1990,4
1991,1
1992,8
1993,0
1994,2
1995,5
1996,2
1997,0
1998,5
1999,4
2000,3
2001,1
2002,7
2003,0
2004,5
2005,9
2006,1
2007,4
2008,6
2009,3
2010,5
2011,4
2012,2
2013,8
2014,0
2015,7
2016,8
2017,8
2018,6
2019,2
2020,5
2021,7
2022,0
2023,6
2024,4
2025,2
2026,2
2027,5
2028,0
2029,7
2030,5
2031,9
2032,2
2033,7
2034,4
2035,8
2036,6
2037,5
2038,0
2039,3
2040,1
2041,0
2042,0
2043,5
2044,9
2045,1
2046,1
2047,7
2048,9
2049,8
2050,4
2051,6
2052,4
2053,6
2054,5
2055,0
2056,9
2057,0
2058,3
2059,3
2060,5
2061,6
2062,6
2063,6
2064,9
2065,1
2066,7
2067,7
2068,6
2069,2
2070,4
2071,6
2072,9
2073,0
2074,1
2075,3
2076,1
2077,0
2078,0
2079,1
2080,0
2081,8
2082,6
2083,9
2084,6
2085,5
2086,1
2087,1
2088,0
2089,7
2090,3
2091,5
2092,0
2093,5
2094,5
2095,8
2096,1
2097,1
2098,6
2099,4
2100,2
2101,0
2102,4
2103,6
2104,8
2105,1
2106,9
2107,4
2108,8
2109,7
2110,1
2111,4
2112,1
2113,9
2114,1
2115,3
2116,5
2117,9
2118,0
2119,9
2120,9
2121,8
2122,0
2123,0
2124,2
2125,3
2126,0
2127,8
2128,7
2129,9
2130,3
2131,9
2132,6
2133,1
2134,4
2135,6
2136,9
2137,5
2138,1
2139,2
2140,9
2141,8
2142,3
2143,0
2144,2
2145,3
2146,4
2147,4
2148,3
2149,6
2150,9
2151,3
2152,3
2153,0
2154,1
2155,2
2156,8
2157,2
2158,6
2159,7
2160,1
2161,1
2162,2
2163,9
2164,4
2165,6
2166,0
2167,2
2168,6
2169,6
2170,4
2171,5
2172,5
2173,6
2174,3
2175,1
2176,9
2177,8
2178,1
2179,9
2180,2
2181,9
2182,1
2183,4
2184,0
2185,0
2186,3
2187,3
2188,0
2189,4
2190,6
2191,9
2192,7
2193,7
2194,0
2195,4
2196,4
2197,8
2198,7
2199,8
2200,0
2201,6
2202,7
2203,8
2204,9
2205,3
2206,0
2207,5
2208,4
2209,6
2210,4
2211,0
2212,5
2213,7
2214,0
2215,1
2216,5
2217,7
2218,7
2219,4
2220,8
2221,0
2222,7
2223,7
2224,2
2225,1
2226,9
2227,3
2228,1
2229,1
2230,2
2231,3
2232,1
2233,9
2234,2
2235,7
2236,8
2237,6
2238,8
2239,2
2240,6
2241,9
2242,2
2243,8
2244,1
2245,6
2246,5
2247,5
2248,2
2249,5
2250,9
2251,8
2252,4
2253,4
2254,3
2255,4
2256,4
2257,8
2258,2
2259,0
2260,7
2261,6
2262,0
2263,1
2264,4
2265,1
2266,2
2267,7
2268,9
2269,3
2270,1
2271,4
2272,6
2273,9
2274,9
2275,1
2276,6
2277,6
2278,1
2279,0
2280,9
2281,3
2282,7
2283,3
2284,0
2285,5
2286,2
2287,2
2288,9
2289,3
2290,5
2291,8
2292,7
2293,3
2294,4
2295,4
2296,8
2297,8
2298,3
2299,0
2300,9
2301,4
2302,4
2303,5
2304,2
2305,1
2306,0
2307,3
2308,8
2309,6
2310,9
2311,0
2312,3
2313,5
2314,8
2315,3
2316,1
2317,8
2318,0
2319,5
2320,1
2321,8
2322,0
2323,3
2324,0
2325,1
2326,5
2327,8
2328,8
2329,7
2330,8
2331,5
2332,3
2333,7
2334,2
2335,9
2336,6
2337,7
2338,1
2339,7
2340,5
2341,9
2342,1
2343,3
2344,6
2345,8
2346,6
2347,0
2348,8
2349,2
2350,4
2351,1
2352,6
2353,4
2354,6
2355,8
2356,4
2357,0
2358,8
2359,8
2360,6
2361,9
2362,1
2363,3
2364,1
2365,0
2366,1
2367,0
2368,1
2369,7
2370,2
2371,6
2372,2
2373,7
2374,8
2375,1
2376,9
2377,4
2378,8
2379,2
2380,6
2381,6
2382,9
2383,7
2384,7
2385,4
2386,7
2387,5
2388,6
2389,4
2390,5
2391,5
2392,7
2393,0
2394,1
2395,7
2396,6
2397,8
2398,5
2399,7
2400,4
2401,9
2402,2
2403,7
2404,5
2405,8
2406,8
2407,0
2408,4
2409,9
2410,0
2411,2
2412,9
2413,8
2414,9
2415,1
2416,3
2417,1
2418,2
2419,3
2420,8
2421,4
2422,2
2423,7
2424,0
2425,6
2426,8
2427,2
2428,4
2429,4
2430,4
2431,1
2432,8
2433,1
2434,8
2435,1
2436,1
2437,8
2438,4
2439,3
2440,8
2441,6
2442,2
2443,7
2444,8
2445,0
2446,6
2447,0
2448,1
2449,3
2450,7
2451,1
2452,7
2453,1
2454,3
2455,4
2456,2
2457,8
2458,7
2459,2
2460,3
2461,6
2462,1
2463,9
2464,5
2465,3
2466,3
2467,7
2468,9
2469,0
2470,6
2471,5
2472,2
2473,2
2474,7
2475,9
2476,3
2477,9
2478,8
2479,3
2480,1
2481,7
2482,0
2483,5
2484,8
2485,6
2486,9
2487,4
2488,5
2489,3
2490,4
2491,1
2492,9
2493,2
2494,4
2495,5
2496,9
2497,1
2498,9
2499,8
2500,1
2501,9
2502,1
2503,6
2504,0
2505,7
2506,7
2507,7
2508,9
2509,6
2510,3
2511,1
2512,7
2513,2
2514,6
2515,7
2516,8
2517,3
2518,5
2519,2
2520,1
2521,7
2522,9
2523,4
2524,9
2525,7
2526,2
2527,5
2528,1
2529,1
2530,2
2531,8
2532,1
2533,9
2534,8
2535,8
2536,9
2537,5
2538,1
2539,9
2540,9
2541,0
2542,2
2543,0
2544,5
2545,4
2546,9
2547,2
2548,8
2549,0
2550,9
2551,1
2552,8
2553,7
2554,3
2555,1
2556,9
2557,1
2558,5
2559,3
2560,8
2561,4
2562,7
2563,4
2564,5
2565,8
2566,3
2567,2
2568,2
2569,7
2570,4
2571,8
2572,0
2573,1
2574,8
2575,0
2576,3
2577,3
2578,5
2579,5
2580,5
2581,9
2582,0
2583,9
2584,7
2585,2
2586,0
2587,6
2588,1
2589,7
2590,6
2591,0
2592,8
2593,4
2594,0
2595,0
2596,5
2597,3
2598,0
2599,4
2600,2
2601,2
2602,2
2603,1
2604,7
2605,4
2606,2
2607,3
2608,6
2609,7
2610,1
2611,1
2612,9
2613,6
2614,2
2615,5
2616,3
2617,8
2618,2
2619,1
2620,4
2621,2
2622,3
2623,0
2624,9
2625,7
2626,3
2627,8
2628,2
2629,0
2630,4
2631,8
2632,0
2633,8
2634,8
2635,5
2636,4
2637,0
2638,9
2639,3
2640,8
2641,7
2642,8
2643,0
2644,2
2645,0
2646,1
2647,1
2648,7
2649,8
2650,0
2651,0
2652,9
2653,6
2654,1
2655,9
2656,6
2657,2
2658,5
2659,2
2660,0
2661,0
2662,7
2663,6
2664,5
2665,9
2666,6
2667,6
2668,7
2669,1
2670,5
2671,4
2672,1
2673,1
2674,4
2675,8
2676,0
2677,2
2678,3
2679,9
2680,5
2681,3
2682,9
2683,4
2684,1
2685,3
2686,1
2687,0
2688,3
2689,1
2690,9
2691,1
2692,0
2693,7
2694,3
2695,4
2696,1
2697,9
2698,8
2699,7
2700,6
2701,5
2702,8
2703,7
2704,9
2705,2
2706,8
2707,9
2708,8
2709,9
2710,2
2711,4
2712,4
2713,6
2714,7
2715,0
2716,4
2717,7
2718,0
2719,6
2720,1
2721,2
2722,4
2723,3
2724,3
2725,3
2726,2
2727,2
2728,9
2729,9
2730,7
2731,3
2732,9
2733,3
2734,0
2735,3
2736,5
2737,5
2738,4
2739,0
2740,7
2741,3
2742,8
2743,8
2744,2
2745,2
2746,9
2747,6
2748,4
2749,3
2750,6
2751,3
2752,9
2753,7
2754,0
2755,3
2756,4
2757,2
2758,6
2759,9
2760,2
2761,7
2762,9
2763,8
2764,6
2765,0
2766,2
2767,8
2768,5
2769,6
2770,5
2771,4
2772,1
2773,4
2774,4
2775,3
2776,9
2777,4
2778,1
2779,6
2780,1
2781,8
2782,6
2783,1
2784,5
2785,5
2786,6
2787,5
2788,6
2789,8
2790,5
2791,2
2792,7
2793,7
2794,9
2795,0
2796,4
2797,2
2798,7
2799,6
2800,0
2801,9
2802,4
2803,7
2804,9
2805,6
2806,7
2807,9
2808,7
2809,0
2810,8
2811,0
2812,8
2813,4
2814,1
2815,9
2816,6
2817,2
2818,5
2819,7
2820,6
2821,8
2822,8
2823,5
2824,2
2825,4
2826,8
2827,6
2828,2
2829,1
2830,3
2831,2
2832,9
2833,8
2834,4
2835,9
2836,3
2837,1
2838,9
2839,1
2840,8
2841,1
2842,0
2843,7
2844,7
2845,9
2846,8
2847,3
2848,9
2849,6
2850,1
2851,1
2852,3
2853,2
2854,0
2855,5
2856,1
2857,3
2858,4
2859,8
2860,4
2861,3
2862,6
2863,1
2864,0
2865,9
2866,9
2867,3
2868,1
2869,8
2870,7
2871,7
2872,8
2873,1
2874,8
2875,0
2876,6
2877,6
2878,1
2879,3
2880,5
2881,5
2882,6
2883,2
2884,7
2885,3
2886,6
2887,0
2888,7
2889,5
2890,2
2891,5
2892,7
2893,8
2894,7
2895,4
2896,8
2897,9
2898,1
2899,1
2900,5
2901,3
2902,6
2903,5
2904,3
2905,4
2906,5
2907,3
2908,8
2909,4
2910,3
2911,1
2912,7
2913,3
2914,7
2915,7
2916,9
2917,1
2918,4
2919,2
2920,9
2921,9
2922,4
2923,1
2924,1
2925,3
2926,5
2927,0
2928,6
2929,2
2930,1
2931,6
2932,6
2933,2
2934,4
2935,0
2936,8
2937,1
2938,4
2939,0
2940,9
2941,9
2942,7
2943,8
2944,9
2945,2
2946,8
2947,9
2948,0
2949,6
2950,7
2951,9
2952,9
2953,1
2954,9
2955,3
2956,2
2957,8
2958,3
2959,8
2960,5
2961,8
2962,4
2963,3
2964,0
2965,0
2966,2
2967,1
2968,6
2969,1
2970,8
2971,1
2972,1
2973,0
2974,8
2975,7
2976,3
2977,8
2978,8
2979,7
2980,8
2981,6
2982,5
2983,0
2984,4
2985,1
2986,4
2987,7
2988,2
2989,1
2990,2
2991,9
2992,6
2993,4
2994,5
2995,2
2996,4
2997,8
